Student_ID,Name,Gender,Branch,Semester,Internal_Marks,External_Marks,Assignment_Score,Total_Marks,SGPA,Grade,Attendance_Percentage,Lecture_Attended,Lecture_Missed,Late_Coming_Count,Study_Hours_Per_Day,Assignment_Submission_Rate,Notes_Completion_Rate,Core_Subject_Avg,Technical_Subject_Avg,Practical_Score,Project_Score,Group_Activity_Score,Communication_Score,Average_Marks,Attendance_Status,Performance_Index,Final_Result,Performance_Label,Risk_Level
S0328,Ritik,Male,Civil,8,5,18,6,29,3.5,D,49,58,62,13,0.5,61,79,88,43,44,68,97,36,9.67,Fail,22.34,Fail,Poor,High
S0329,Kavya,Female,Civil,1,18,25,5,48,4.8,D,81,97,23,12,2.5,66,52,65,66,89,53,30,30,16.0,Fail,32.0,Fail,Poor,High
S0330,Prachi,Female,Mechanical,8,7,34,13,54,5.4,D,62,74,46,10,1.8,88,30,70,33,54,50,37,40,18.0,Fail,36.0,Pass,Poor,High
S0331,Ananya,Female,Civil,2,19,52,15,86,8.6,A,56,67,53,8,3.2,89,84,38,54,54,50,58,79,28.67,Fail,57.34,Pass,Excellent,High
S0332,Kunal,Male,ENTC,5,21,69,21,111,10.0,A,100,120,0,1,4.7,81,84,54,54,63,57,53,50,37.0,Fail,68.5,Pass,Excellent,Low
S0333,Akash,Male,CSE,2,19,47,13,79,7.9,B,53,63,57,12,2.0,69,82,63,77,79,68,92,54,26.33,Fail,52.66,Pass,Average,High
S0334,Shruti,Female,Civil,5,16,33,17,66,6.6,C,52,62,58,8,6.9,100,49,95,93,73,87,68,77,22.0,Fail,44.0,Pass,Poor,High
S0335,Anushka,Female,Electrical,7,27,49,18,94,9.4,A,77,92,28,6,5.1,77,60,69,80,87,60,57,65,31.33,Fail,62.66,Pass,Excellent,Low
S0336,Shruti,Female,Mechanical,4,11,57,9,77,7.7,B,44,52,68,2,0.9,56,68,47,51,33,38,83,96,25.67,Fail,51.34,Pass,Average,High
S0337,Nikhil,Male,Electrical,4,24,63,21,108,10.0,A,89,106,14,7,6.2,86,66,91,91,85,100,47,50,36.0,Fail,68.0,Pass,Excellent,Low
S0338,Tanish,Male,IT,6,6,37,6,49,4.9,D,68,81,39,2,3.5,92,61,79,57,68,30,60,30,16.33,Fail,32.66,Fail,Poor,High
S0339,Diya,Female,Civil,3,22,59,14,95,9.5,A,85,102,18,7,2.7,55,66,78,67,53,67,45,66,31.67,Fail,63.34,Pass,Excellent,Low
S0340,Nikhil,Male,ENTC,7,29,63,28,120,10.0,A,91,109,11,7,4.9,84,100,30,55,63,60,78,47,40.0,Fail,70.0,Pass,Excellent,Low
S0341,Yash,Male,Mechanical,1,19,43,9,71,7.1,B,44,52,68,11,5.5,100,80,71,73,55,46,84,82,23.67,Fail,47.34,Pass,Average,High
S0342,Pranav,Male,Electrical,5,24,54,12,90,9.0,A,93,111,9,2,5.9,100,83,95,73,33,100,53,46,30.0,Fail,60.0,Pass,Excellent,Low
S0343,Ishita,Female,Mechanical,2,27,55,24,106,10.0,A,69,82,38,6,5.8,83,62,95,62,62,87,67,71,35.33,Fail,67.66,Pass,Excellent,Low
S0344,Neha,Female,Mechanical,1,8,46,14,68,6.8,C,40,48,72,5,1.9,85,92,44,43,47,40,45,43,22.67,Fail,45.34,Pass,Poor,High
S0345,Diya,Female,IT,6,21,41,8,70,7.0,B,81,97,23,3,1.7,86,52,30,46,74,43,90,46,23.33,Fail,46.66,Pass,Average,Medium
S0346,Aarav,Male,IT,2,19,70,15,104,10.0,A,55,66,54,5,4.4,100,75,62,58,90,65,47,44,34.67,Fail,67.34,Pass,Excellent,High
S0347,Kunal,Male,Civil,3,27,42,11,80,8.0,B,83,99,21,2,2.4,84,76,71,53,64,38,47,61,26.67,Fail,53.34,Pass,Average,Low
S0348,Vaishnavi,Female,ENTC,3,11,34,16,61,6.1,C,53,63,57,9,2.9,93,66,81,84,47,59,30,30,20.33,Fail,40.66,Pass,Poor,High
S0349,Om,Male,Civil,2,25,10,18,53,5.3,D,58,69,51,9,3.3,52,72,33,32,49,100,38,40,17.67,Fail,35.34,Pass,Poor,High
S0350,Atharva,Male,Mechanical,4,30,69,18,117,10.0,A,84,100,20,7,9.0,78,96,92,95,99,63,84,62,39.0,Fail,69.5,Pass,Excellent,Low
S0351,Aditi,Female,Electrical,2,23,30,18,71,7.1,B,93,111,9,5,3.9,58,100,85,79,40,57,59,59,23.67,Fail,47.34,Pass,Average,Medium
S0352,Meera,Female,Mechanical,4,12,36,11,59,5.9,D,73,87,33,2,3.9,92,86,36,31,100,99,77,73,19.67,Fail,39.34,Pass,Poor,High
S0353,Prachi,Female,Civil,1,5,27,8,40,4.0,D,45,54,66,14,0.9,76,79,53,30,79,64,74,79,13.33,Fail,26.66,Fail,Poor,High
S0354,Siddharth,Male,Electrical,8,17,44,19,80,8.0,B,78,93,27,11,3.9,97,98,58,62,100,76,66,79,26.67,Fail,53.34,Pass,Average,Low
S0355,Aditya,Male,Civil,1,17,43,11,71,7.1,B,54,64,56,14,2.6,62,83,71,53,78,54,30,79,23.67,Fail,47.34,Pass,Average,High
S0356,Tanvi,Female,Electrical,8,24,34,14,72,7.2,B,54,64,56,6,3.7,84,100,41,73,66,77,52,65,24.0,Fail,48.0,Pass,Average,High
S0357,Khushi,Female,Mechanical,7,15,40,22,77,7.7,B,79,94,26,12,3.4,54,100,72,52,71,32,52,76,25.67,Fail,51.34,Pass,Average,Low
S0358,Neha,Female,Electrical,1,19,35,27,81,8.1,B,62,74,46,8,2.6,73,71,70,37,40,39,75,42,27.0,Fail,54.0,Pass,Average,Low
S0359,Shubham,Male,Electrical,6,27,36,10,73,7.3,B,72,86,34,12,1.6,69,92,57,44,60,64,55,55,24.33,Fail,48.66,Pass,Average,Medium
S0360,Pooja,Female,Mechanical,3,24,48,12,84,8.4,B,90,108,12,14,3.5,100,100,75,87,69,70,94,66,28.0,Fail,56.0,Pass,Average,Low
S0361,Shruti,Female,Electrical,3,19,50,22,91,9.1,A,66,79,41,1,5.0,91,68,36,66,73,56,56,50,30.33,Fail,60.66,Pass,Excellent,Low
S0362,Khushi,Female,ENTC,8,20,46,21,87,8.7,A,70,84,36,8,3.2,86,40,30,65,100,37,49,60,29.0,Fail,58.0,Pass,Excellent,Low
S0363,Ritik,Male,ENTC,7,25,66,24,115,10.0,A,76,91,29,9,5.4,78,64,95,55,78,68,69,79,38.33,Fail,69.16,Pass,Excellent,Low
S0364,Riya,Female,Civil,1,21,39,11,71,7.1,B,80,96,24,5,1.1,76,44,67,35,68,55,37,68,23.67,Fail,47.34,Pass,Average,Medium
S0365,Prachi,Female,Mechanical,7,18,10,8,36,3.6,D,71,85,35,0,2.4,69,95,53,31,75,64,73,55,12.0,Fail,24.0,Fail,Poor,High
S0366,Anushka,Female,Civil,6,8,33,10,51,5.1,D,54,64,56,2,1.3,69,66,54,58,55,30,50,56,17.0,Fail,34.0,Pass,Poor,High
S0367,Rohan,Male,ENTC,4,21,68,5,94,9.4,A,98,117,3,11,2.7,96,46,50,66,47,66,43,86,31.33,Fail,62.66,Pass,Excellent,Low
S0368,Rohan,Male,Civil,2,30,58,19,107,10.0,A,58,69,51,0,6.5,75,86,95,62,74,57,50,47,35.67,Fail,67.84,Pass,Excellent,High
S0369,Nandini,Female,Civil,1,22,58,16,96,9.6,A,100,120,0,0,3.6,92,85,55,38,52,54,70,40,32.0,Fail,64.0,Pass,Excellent,Low
S0370,Yash,Male,CSE,1,25,34,8,67,6.7,C,89,106,14,14,1.3,71,84,45,76,59,64,60,100,22.33,Fail,44.66,Pass,Poor,Medium
S0371,Aarav,Male,Civil,7,15,41,14,70,7.0,B,94,112,8,6,5.3,81,67,45,95,64,73,65,84,23.33,Fail,46.66,Pass,Average,Medium
S0372,Kunal,Male,IT,1,13,35,5,53,5.3,D,59,70,50,8,1.4,67,75,61,35,70,45,71,30,17.67,Fail,35.34,Pass,Poor,High
S0373,Arjun,Male,Electrical,3,16,33,9,58,5.8,D,73,87,33,2,5.1,100,100,81,68,100,72,63,78,19.33,Fail,38.66,Pass,Poor,High
S0374,Om,Male,Electrical,1,22,35,14,71,7.1,B,73,87,33,4,0.5,80,73,56,87,41,38,58,61,23.67,Fail,47.34,Pass,Average,Medium
S0375,Pooja,Female,Civil,5,11,31,13,55,5.5,D,50,60,60,13,2.1,74,93,84,51,56,67,100,99,18.33,Fail,36.66,Pass,Poor,High
S0376,Neha,Female,CSE,6,25,70,29,124,10.0,A,100,120,0,14,4.9,66,86,48,35,75,86,58,60,41.33,Fail,70.66,Pass,Excellent,Low
S0377,Saurabh,Male,Mechanical,1,26,62,20,108,10.0,A,57,68,52,3,5.8,85,83,61,69,70,64,73,62,36.0,Fail,68.0,Pass,Excellent,High
S0378,Anushka,Female,Mechanical,2,28,35,17,80,8.0,B,78,93,27,10,3.4,94,76,65,44,61,76,59,30,26.67,Fail,53.34,Pass,Average,Low
S0379,Harsh,Male,Mechanical,7,24,38,16,78,7.8,B,85,102,18,14,4.0,84,78,53,72,69,72,43,62,26.0,Fail,52.0,Pass,Average,Low
S0380,Kunal,Male,Electrical,8,17,51,14,82,8.2,B,78,93,27,6,0.8,81,85,64,59,35,51,48,89,27.33,Fail,54.66,Pass,Average,Low
S0381,Akash,Male,Mechanical,1,11,17,10,38,3.8,D,54,64,56,6,0.5,60,47,46,79,30,41,85,35,12.67,Fail,25.34,Fail,Poor,High
S0382,Arjun,Male,IT,2,18,41,14,73,7.3,B,95,114,6,12,3.6,98,53,41,68,93,66,58,53,24.33,Fail,48.66,Pass,Average,Medium
S0383,Yash,Male,ENTC,4,28,58,14,100,10.0,A,84,100,20,8,3.1,93,56,54,42,64,69,50,68,33.33,Fail,66.66,Pass,Excellent,Low
S0384,Kunal,Male,ENTC,3,15,40,5,60,6.0,C,74,88,32,8,2.9,45,74,68,30,73,84,62,42,20.0,Fail,40.0,Pass,Poor,Medium
S0385,Pooja,Female,Mechanical,5,5,18,5,28,3.5,D,63,75,45,2,2.5,95,66,57,44,74,63,93,30,9.33,Fail,22.16,Fail,Poor,High
S0386,Om,Male,CSE,1,17,45,10,72,7.2,B,48,57,63,11,1.7,43,95,82,66,58,58,39,56,24.0,Fail,48.0,Pass,Average,High
S0387,Shruti,Female,ENTC,5,23,56,8,87,8.7,A,80,96,24,11,1.7,98,57,74,30,86,66,53,63,29.0,Fail,58.0,Pass,Excellent,Low
S0388,Kavya,Female,Civil,1,17,59,22,98,9.8,A,98,117,3,7,5.5,93,84,64,77,61,100,54,91,32.67,Fail,65.34,Pass,Excellent,Low
S0389,Riya,Female,Mechanical,3,26,52,11,89,8.9,A,100,120,0,6,4.9,74,100,64,79,62,52,61,59,29.67,Fail,59.34,Pass,Excellent,Low
S0390,Diya,Female,Electrical,3,25,56,20,101,10.0,A,81,97,23,14,6.3,100,98,61,73,100,100,74,82,33.67,Fail,66.84,Pass,Excellent,Low
S0391,Ishita,Female,Mechanical,5,7,55,16,78,7.8,B,70,84,36,2,6.4,100,88,48,79,75,49,75,50,26.0,Fail,52.0,Pass,Average,Low
S0392,Ananya,Female,ENTC,1,8,44,13,65,6.5,C,64,76,44,11,4.6,74,100,57,42,71,51,94,84,21.67,Fail,43.34,Pass,Poor,Medium
S0393,Shruti,Female,Civil,1,26,56,15,97,9.7,A,99,118,2,1,5.8,89,100,66,55,73,99,94,79,32.33,Fail,64.66,Pass,Excellent,Low
S0394,Tanvi,Female,Civil,7,23,46,11,80,8.0,B,69,82,38,4,4.2,74,100,81,54,71,94,78,57,26.67,Fail,53.34,Pass,Average,Low
S0395,Riya,Female,Electrical,7,30,30,22,82,8.2,B,73,87,33,7,4.8,65,86,79,33,100,100,47,48,27.33,Fail,54.66,Pass,Average,Low
S0396,Shruti,Female,ENTC,1,14,63,28,105,10.0,A,77,92,28,1,6.7,100,84,78,81,69,82,30,77,35.0,Fail,67.5,Pass,Excellent,Low
S0397,Diya,Female,Mechanical,3,30,62,25,117,10.0,A,90,108,12,10,5.1,62,59,72,67,100,56,61,64,39.0,Fail,69.5,Pass,Excellent,Low
S0398,Palak,Female,IT,3,27,41,20,88,8.8,A,74,88,32,12,6.7,97,100,51,85,79,81,81,69,29.33,Fail,58.66,Pass,Excellent,Low
S0399,Pooja,Female,ENTC,2,26,47,19,92,9.2,A,54,64,56,4,4.1,81,43,85,95,100,79,57,56,30.67,Fail,61.34,Pass,Excellent,High
S0400,Tanvi,Female,Mechanical,4,30,41,6,77,7.7,B,95,114,6,9,5.5,100,72,70,42,63,93,85,42,25.67,Fail,51.34,Pass,Average,Low
S0401,Aman,Male,Electrical,7,16,47,12,75,7.5,B,77,92,28,2,1.5,51,63,38,30,71,100,55,30,25.0,Fail,50.0,Pass,Average,Low
S0402,Diya,Female,Civil,1,22,33,13,68,6.8,C,86,103,17,3,3.0,94,71,44,54,72,68,63,41,22.67,Fail,45.34,Pass,Poor,Medium
S0403,Akash,Male,Civil,6,6,24,11,41,4.1,D,35,42,78,5,1.9,66,87,71,56,37,77,39,68,13.67,Fail,27.34,Fail,Poor,High
S0404,Simran,Female,Civil,5,12,10,7,29,3.5,D,47,56,64,3,3.9,93,62,70,57,82,45,80,50,9.67,Fail,22.34,Fail,Poor,High
S0405,Riya,Female,Civil,4,27,37,25,89,8.9,A,73,87,33,3,3.9,64,100,63,37,42,57,54,74,29.67,Fail,59.34,Pass,Excellent,Low
S0406,Ritik,Male,CSE,3,17,39,11,67,6.7,C,35,42,78,11,3.4,79,100,82,48,50,81,76,84,22.33,Fail,44.66,Pass,Poor,High
S0407,Khushi,Female,Mechanical,3,29,53,21,103,10.0,A,72,86,34,11,5.0,100,83,73,69,72,77,47,48,34.33,Fail,67.16,Pass,Excellent,Low
S0408,Ishita,Female,ENTC,2,20,57,17,94,9.4,A,95,114,6,12,5.7,100,74,73,61,100,69,71,82,31.33,Fail,62.66,Pass,Excellent,Low
S0409,Harsh,Male,IT,6,30,45,27,102,10.0,A,100,120,0,13,6.1,95,56,84,34,85,35,76,95,34.0,Fail,67.0,Pass,Excellent,Low
S0410,Sneha,Female,ENTC,1,29,35,18,82,8.2,B,66,79,41,6,4.6,67,99,80,74,84,38,47,61,27.33,Fail,54.66,Pass,Average,Low
S0411,Kunal,Male,Civil,8,20,63,11,94,9.4,A,100,120,0,11,3.9,64,79,90,41,68,80,61,64,31.33,Fail,62.66,Pass,Excellent,Low
S0412,Siddharth,Male,ENTC,5,12,24,17,53,5.3,D,100,120,0,11,3.7,52,87,82,50,95,64,85,55,17.67,Fail,35.34,Pass,Poor,High
S0413,Palak,Female,Civil,3,16,53,16,85,8.5,A,62,74,46,5,2.0,78,85,59,33,30,78,88,59,28.33,Fail,56.66,Pass,Excellent,Low
S0414,Khushi,Female,IT,3,14,54,10,78,7.8,B,66,79,41,13,4.8,100,74,48,77,50,91,50,52,26.0,Fail,52.0,Pass,Average,Low
S0415,Saurabh,Male,CSE,1,14,60,12,86,8.6,A,35,42,78,4,3.3,66,100,48,51,86,72,96,70,28.67,Fail,57.34,Pass,Excellent,High
S0416,Prachi,Female,Mechanical,2,28,70,5,103,10.0,A,99,118,2,10,4.0,63,53,57,82,96,76,83,71,34.33,Fail,67.16,Pass,Excellent,Low
S0417,Harsh,Male,Electrical,2,6,36,5,47,4.7,D,64,76,44,9,0.5,57,88,54,78,41,46,30,52,15.67,Fail,31.34,Fail,Poor,High
S0418,Aditya,Male,Electrical,2,13,34,29,76,7.6,B,71,85,35,7,3.5,75,71,40,42,73,55,67,57,25.33,Fail,50.66,Pass,Average,Low
S0419,Om,Male,Mechanical,3,11,20,19,50,5.0,D,45,54,66,9,3.7,69,84,66,55,77,100,78,52,16.67,Fail,33.34,Pass,Poor,High
S0420,Saurabh,Male,IT,1,14,42,21,77,7.7,B,55,66,54,0,5.2,100,92,82,66,95,100,71,76,25.67,Fail,51.34,Pass,Average,High
